"isbn","Price","Sold by","Shipped by","Position","Buybox","Date","Time"
"[0316456128","$58.27","CalMaz Books","CalMaz Books","","No","2025_07_18","11_59_32"
"[1409155811","$0.00","","","","No","2025_07_18","11_59_34"
"[1409155811","$36.17","Bahamut Media","Bahamut Media","","No","2025_07_18","11_59_34"
"[1409155811","$42.73","RAREWAVES-IMPORTS","RAREWAVES-IMPORTS","","No","2025_07_18","11_59_34"
"[1409155811","$39.23","ship_option_#1","ship_option_#1","","No","2025_07_18","11_59_34"
"[1409155811","$46.81","tabletopart","tabletopart","","No","2025_07_18","11_59_34"
"[1409155811","$47.51","agreenhippo1","agreenhippo1","","No","2025_07_18","11_59_34"
"[1409155811","$43.72","booksXpress","booksXpress","","No","2025_07_18","11_59_34"
"[1409155811","$48.82","LuminaryBooks","LuminaryBooks","","No","2025_07_18","11_59_34"
"[0762469331","$21.64","BSRN store","Amazon.com","","No","2025_07_18","11_59_37"
"[0762469331","$17.57","olimpianbooks","olimpianbooks","","No","2025_07_18","11_59_37"
"[0762469331","$17.58","WÖLF","WÖLF","","No","2025_07_18","11_59_37"
"[0762469331","$21.66","Joseph Book Shop","Amazon.com","","No","2025_07_18","11_59_37"
"[0762469331","$16.34","Dr.O","Dr.O","","No","2025_07_18","11_59_37"
"[0762469331","$23.64","ABooksShop","Amazon.com","","No","2025_07_18","11_59_37"
"[0762469331","$32.98","Books Nooks and Crannies","Books Nooks and Crannies","","No","2025_07_18","11_59_37"
"[0762469331","$49.43","Libup Books!","Libup Books!","","No","2025_07_18","11_59_37"
"[1786275716","$0.00","","","","No","2025_07_18","11_59_40"
"[1786275716","$41.46","Bahamut Media","Bahamut Media","","No","2025_07_18","11_59_40"
"[1786275716","$45.20","awesomebooksusa","awesomebooksusa","","No","2025_07_18","11_59_40"
"[1786275716","$45.33","Basi6 International","Basi6 International","","No","2025_07_18","11_59_40"
"[1786275716","$43.93","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","11_59_40"
"[1423654137","$0.00","","","","No","2025_07_18","11_59_43"
"[1423654137","$41.06","California Books US","California Books US","","No","2025_07_18","11_59_43"
"[1423654137","$39.82","ShopSpell US","ShopSpell US","","No","2025_07_18","11_59_43"
"[1423654137","$44.39","GrandEagleRetail","GrandEagleRetail","","No","2025_07_18","11_59_43"
"[1423654137","$44.85","BuyWorldwide","BuyWorldwide","","No","2025_07_18","11_59_43"
"[1423654137","$47.57","BookExcellence","BookExcellence","","No","2025_07_18","11_59_43"
"[1423654137","$51.16","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","11_59_43"
"[1423654137","$52.52","awesomebooksusa","awesomebooksusa","","No","2025_07_18","11_59_43"
"[1423654137","$50.95","URBooksLtd","URBooksLtd","","No","2025_07_18","11_59_43"
"[1540002349","$0.00","","","","No","2025_07_18","11_59_45"
"[1540002349","$21.95","URBooksLtd","URBooksLtd","","No","2025_07_18","11_59_45"
"[1540002349","$26.97","Chesbro Music Co","Chesbro Music Co","","No","2025_07_18","11_59_45"
"[1452179816","$0.00","","","","No","2025_07_18","11_59_47"
"[1452179816","$34.46","CE_BOOKHOUSE","Amazon.com","","No","2025_07_18","11_59_47"
"[1452179816","$40.00","SuperBookDeals---","SuperBookDeals---","","No","2025_07_18","11_59_47"
"[1452179816","$44.45","Bahamut Media","Bahamut Media","","No","2025_07_18","11_59_47"
"[1452179816","$45.01","tabletopart","tabletopart","","No","2025_07_18","11_59_47"
"[1452179816","$52.60","BookExcellence","BookExcellence","","No","2025_07_18","11_59_47"
"[1452179816","$49.81","RAREWAVES-IMPORTS","RAREWAVES-IMPORTS","","No","2025_07_18","11_59_47"
"[1452179816","$46.31","ship_option_#1","ship_option_#1","","No","2025_07_18","11_59_47"
"[1452179816","$51.42","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","11_59_47"
"[1452180733","$0.00","","","","No","2025_07_18","11_59_50"
"[1452180733","$35.36","Bahamut Media","Bahamut Media","","No","2025_07_18","11_59_50"
"[1452180733","$36.86","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","11_59_50"
"[1452180733","$37.33","Bahamut Media","Bahamut Media","","No","2025_07_18","11_59_50"
"[1452180733","$37.84","awesomebooksusa","awesomebooksusa","","No","2025_07_18","11_59_50"
"[0316496456","$0.00","","","","No","2025_07_18","11_59_52"
"[0316496456","$25.52","New Life Book & Gift Shoppe","New Life Book & Gift Shoppe","","No","2025_07_18","11_59_52"
"[0316496456","$38.16","awesomebooksusa","awesomebooksusa","","No","2025_07_18","11_59_52"
"[0316496456","$33.26","Book & Mortar Record Store","Book & Mortar Record Store","","No","2025_07_18","11_59_52"
"[0316496456","$38.40","PBShop UK","PBShop UK","","No","2025_07_18","11_59_52"
"[0316496456","$35.34","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","11_59_52"
"[0316496456","$39.95","URBooksLtd","URBooksLtd","","No","2025_07_18","11_59_52"
"[1540007103","$0.00","","","","No","2025_07_18","11_59_54"
"[130292818X","$997.77","FastShip-CustomerFocus","FastShip-CustomerFocus","","No","2025_07_18","11_59_56"
"[0310444039","$0.00","","","","No","2025_07_18","11_59_59"
"[130292530X","$0.00","","","","No","2025_07_18","12_00_02"
"[130292530X","$32.99","Chuck's Comics","Chuck's Comics","","No","2025_07_18","12_00_02"
"[130292530X","$33.25","Book & Mortar Record Store","Book & Mortar Record Store","","No","2025_07_18","12_00_02"
"[130292530X","$41.98","BOOKS etc. _","BOOKS etc. _","","No","2025_07_18","12_00_02"
"[130292530X","$39.08","OxfordshireEngland","OxfordshireEngland","","No","2025_07_18","12_00_02"
"[130292530X","$52.75","BrookBookstore","BrookBookstore","","No","2025_07_18","12_00_02"
"[130292530X","$50.64","M + L","M + L","","No","2025_07_18","12_00_02"
"[130292530X","$43.04","New books from Germany","New books from Germany","","No","2025_07_18","12_00_02"
"[0316420352","$0.00","","","","No","2025_07_18","12_00_04"
"[0316420352","$14.95","BOBBYE'S BOOKS","BOBBYE'S BOOKS","","No","2025_07_18","12_00_04"
"[0316420352","$14.99","bookends4956","bookends4956","","No","2025_07_18","12_00_04"
"[0316420352","$16.98","WeBook","WeBook","","No","2025_07_18","12_00_04"
"[0316420352","$29.00","Joshua Creek Services","Joshua Creek Services","","No","2025_07_18","12_00_04"
"[0316420352","$26.39","booksXpress","booksXpress","","No","2025_07_18","12_00_04"
"[0316420352","$26.39","Windy Books","Windy Books","","No","2025_07_18","12_00_04"
"[0316420352","$40.32","Fast Cat Books","Fast Cat Books","","No","2025_07_18","12_00_04"
"[0316440353","$0.00","","","","No","2025_07_18","12_00_07"
"[0316440353","$29.55","Green Orbit","Green Orbit","","No","2025_07_18","12_00_07"
"[0316440353","$46.56","Libup Books!","Libup Books!","","No","2025_07_18","12_00_07"
"[0316440353","$49.20","Books World Aparna, USA","Books World Aparna, USA","","No","2025_07_18","12_00_07"
"[0316440353","$54.86","PBShop UK","PBShop UK","","No","2025_07_18","12_00_07"
"[0316456128","$0.00","","","","No","2025_07_18","12_00_10"
"[0316456128","$47.52","Bahamut Media","Bahamut Media","","No","2025_07_18","12_00_10"
"[0316456128","$47.57","PBShop UK","PBShop UK","","No","2025_07_18","12_00_10"
"[0316456128","$47.68","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","12_00_10"
"[0316456128","$48.95","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_00_10"
"[0316456128","$51.81","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_00_10"
"[0316456128","$55.81","Bahamut Media","Bahamut Media","","No","2025_07_18","12_00_10"
"[0316456128","$58.27","CalMaz Books","CalMaz Books","","No","2025_07_18","12_00_10"
"[1409155811","$0.00","","","","No","2025_07_18","12_00_12"
"[1409155811","$36.17","Bahamut Media","Bahamut Media","","No","2025_07_18","12_00_12"
"[1409155811","$42.73","RAREWAVES-IMPORTS","RAREWAVES-IMPORTS","","No","2025_07_18","12_00_12"
"[1409155811","$39.23","ship_option_#1","ship_option_#1","","No","2025_07_18","12_00_12"
"[1409155811","$46.81","tabletopart","tabletopart","","No","2025_07_18","12_00_12"
"[1409155811","$47.51","agreenhippo1","agreenhippo1","","No","2025_07_18","12_00_12"
"[1409155811","$43.72","booksXpress","booksXpress","","No","2025_07_18","12_00_12"
"[1409155811","$48.82","LuminaryBooks","LuminaryBooks","","No","2025_07_18","12_00_12"
"[0762469331","$21.64","BSRN store","Amazon.com","","No","2025_07_18","12_00_14"
"[0762469331","$17.57","olimpianbooks","olimpianbooks","","No","2025_07_18","12_00_14"
"[0762469331","$17.58","WÖLF","WÖLF","","No","2025_07_18","12_00_14"
"[0762469331","$21.66","Joseph Book Shop","Amazon.com","","No","2025_07_18","12_00_14"
"[0762469331","$16.34","Dr.O","Dr.O","","No","2025_07_18","12_00_14"
"[0762469331","$23.64","ABooksShop","Amazon.com","","No","2025_07_18","12_00_14"
"[0762469331","$32.98","Books Nooks and Crannies","Books Nooks and Crannies","","No","2025_07_18","12_00_14"
"[0762469331","$49.43","Libup Books!","Libup Books!","","No","2025_07_18","12_00_14"
"[1786275716","$0.00","","","","No","2025_07_18","12_00_17"
"[1786275716","$41.46","Bahamut Media","Bahamut Media","","No","2025_07_18","12_00_17"
"[1786275716","$45.20","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_00_17"
"[1786275716","$45.33","Basi6 International","Basi6 International","","No","2025_07_18","12_00_17"
"[1786275716","$43.93","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_00_17"
"[1423654137","$0.00","","","","No","2025_07_18","12_00_19"
"[1423654137","$41.06","California Books US","California Books US","","No","2025_07_18","12_00_19"
"[1423654137","$39.82","ShopSpell US","ShopSpell US","","No","2025_07_18","12_00_19"
"[1423654137","$44.39","GrandEagleRetail","GrandEagleRetail","","No","2025_07_18","12_00_19"
"[1423654137","$44.85","BuyWorldwide","BuyWorldwide","","No","2025_07_18","12_00_19"
"[1423654137","$47.57","BookExcellence","BookExcellence","","No","2025_07_18","12_00_19"
"[1423654137","$51.16","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","12_00_19"
"[1423654137","$52.52","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_00_19"
"[1423654137","$50.95","URBooksLtd","URBooksLtd","","No","2025_07_18","12_00_19"
"[1540002349","$0.00","","","","No","2025_07_18","12_00_22"
"[1540002349","$21.95","URBooksLtd","URBooksLtd","","No","2025_07_18","12_00_22"
"[1540002349","$26.97","Chesbro Music Co","Chesbro Music Co","","No","2025_07_18","12_00_22"
"[1452179816","$0.00","","","","No","2025_07_18","12_00_24"
"[1452179816","$34.46","CE_BOOKHOUSE","Amazon.com","","No","2025_07_18","12_00_24"
"[1452179816","$40.00","SuperBookDeals---","SuperBookDeals---","","No","2025_07_18","12_00_24"
"[1452179816","$44.45","Bahamut Media","Bahamut Media","","No","2025_07_18","12_00_24"
"[1452179816","$45.01","tabletopart","tabletopart","","No","2025_07_18","12_00_24"
"[1452179816","$52.60","BookExcellence","BookExcellence","","No","2025_07_18","12_00_24"
"[1452179816","$49.81","RAREWAVES-IMPORTS","RAREWAVES-IMPORTS","","No","2025_07_18","12_00_24"
"[1452179816","$46.31","ship_option_#1","ship_option_#1","","No","2025_07_18","12_00_24"
"[1452179816","$51.42","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_00_24"
"[1452180733","$0.00","","","","No","2025_07_18","12_00_27"
"[1452180733","$35.36","Bahamut Media","Bahamut Media","","No","2025_07_18","12_00_27"
"[1452180733","$36.86","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","12_00_27"
"[1452180733","$37.33","Bahamut Media","Bahamut Media","","No","2025_07_18","12_00_27"
"[1452180733","$37.84","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_00_27"
"[0316496456","$0.00","","","","No","2025_07_18","12_00_30"
"[0316496456","$25.52","New Life Book & Gift Shoppe","New Life Book & Gift Shoppe","","No","2025_07_18","12_00_30"
"[0316496456","$38.16","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_00_30"
"[0316496456","$33.26","Book & Mortar Record Store","Book & Mortar Record Store","","No","2025_07_18","12_00_30"
"[0316496456","$38.40","PBShop UK","PBShop UK","","No","2025_07_18","12_00_30"
"[0316496456","$35.34","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_00_30"
"[0316496456","$39.95","URBooksLtd","URBooksLtd","","No","2025_07_18","12_00_30"
"[1540007103","$0.00","","","","No","2025_07_18","12_00_32"
"[130292530X","$0.00","","","","No","2025_07_18","12_00_40"
"[130292530X","$32.99","Chuck's Comics","Chuck's Comics","","No","2025_07_18","12_00_40"
"[130292530X","$33.25","Book & Mortar Record Store","Book & Mortar Record Store","","No","2025_07_18","12_00_40"
"[130292530X","$41.98","BOOKS etc. _","BOOKS etc. _","","No","2025_07_18","12_00_40"
"[130292530X","$39.08","OxfordshireEngland","OxfordshireEngland","","No","2025_07_18","12_00_40"
"[130292530X","$52.75","BrookBookstore","BrookBookstore","","No","2025_07_18","12_00_40"
"[130292530X","$50.64","M + L","M + L","","No","2025_07_18","12_00_40"
"[130292530X","$43.04","New books from Germany","New books from Germany","","No","2025_07_18","12_00_40"
"[0316420352","$0.00","","","","No","2025_07_18","12_00_43"
"[0316420352","$14.95","BOBBYE'S BOOKS","BOBBYE'S BOOKS","","No","2025_07_18","12_00_43"
"[0316420352","$14.99","bookends4956","bookends4956","","No","2025_07_18","12_00_43"
"[0316420352","$16.98","WeBook","WeBook","","No","2025_07_18","12_00_43"
"[0316420352","$29.00","Joshua Creek Services","Joshua Creek Services","","No","2025_07_18","12_00_43"
"[0316420352","$26.39","booksXpress","booksXpress","","No","2025_07_18","12_00_43"
"[0316420352","$26.39","Windy Books","Windy Books","","No","2025_07_18","12_00_43"
"[0316420352","$40.32","Fast Cat Books","Fast Cat Books","","No","2025_07_18","12_00_43"
"[0316440353","$0.00","","","","No","2025_07_18","12_00_44"
"[0316440353","$29.55","Green Orbit","Green Orbit","","No","2025_07_18","12_00_44"
"[0316440353","$46.56","Libup Books!","Libup Books!","","No","2025_07_18","12_00_44"
"[0316440353","$49.20","Books World Aparna, USA","Books World Aparna, USA","","No","2025_07_18","12_00_44"
"[0316440353","$54.86","PBShop UK","PBShop UK","","No","2025_07_18","12_00_44"
"[1409155811","$0.00","","","","No","2025_07_18","12_00_49"
"[1409155811","$36.17","Bahamut Media","Bahamut Media","","No","2025_07_18","12_00_49"
"[1409155811","$42.73","RAREWAVES-IMPORTS","RAREWAVES-IMPORTS","","No","2025_07_18","12_00_49"
"[1409155811","$39.23","ship_option_#1","ship_option_#1","","No","2025_07_18","12_00_49"
"[1409155811","$46.81","tabletopart","tabletopart","","No","2025_07_18","12_00_49"
"[1409155811","$47.51","agreenhippo1","agreenhippo1","","No","2025_07_18","12_00_49"
"[1409155811","$43.72","booksXpress","booksXpress","","No","2025_07_18","12_00_49"
"[1409155811","$48.82","LuminaryBooks","LuminaryBooks","","No","2025_07_18","12_00_49"
"[1786275716","$0.00","","","","No","2025_07_18","12_00_53"
"[1786275716","$41.46","Bahamut Media","Bahamut Media","","No","2025_07_18","12_00_53"
"[1786275716","$45.20","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_00_53"
"[1786275716","$45.33","Basi6 International","Basi6 International","","No","2025_07_18","12_00_53"
"[1786275716","$43.93","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_00_53"
"[1423654137","$0.00","","","","No","2025_07_18","12_00_56"
"[1423654137","$41.06","California Books US","California Books US","","No","2025_07_18","12_00_56"
"[1423654137","$39.82","ShopSpell US","ShopSpell US","","No","2025_07_18","12_00_56"
"[1423654137","$44.39","GrandEagleRetail","GrandEagleRetail","","No","2025_07_18","12_00_56"
"[1423654137","$44.85","BuyWorldwide","BuyWorldwide","","No","2025_07_18","12_00_56"
"[1423654137","$47.57","BookExcellence","BookExcellence","","No","2025_07_18","12_00_56"
"[1423654137","$51.16","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","12_00_56"
"[1423654137","$52.52","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_00_56"
"[1423654137","$50.95","URBooksLtd","URBooksLtd","","No","2025_07_18","12_00_56"
"[1540002349","$0.00","","","","No","2025_07_18","12_00_59"
"[1540002349","$21.95","URBooksLtd","URBooksLtd","","No","2025_07_18","12_00_59"
"[1540002349","$26.97","Chesbro Music Co","Chesbro Music Co","","No","2025_07_18","12_00_59"
"[1452179816","$0.00","","","","No","2025_07_18","12_01_02"
"[1452179816","$34.46","CE_BOOKHOUSE","Amazon.com","","No","2025_07_18","12_01_02"
"[1452179816","$40.00","SuperBookDeals---","SuperBookDeals---","","No","2025_07_18","12_01_02"
"[1452179816","$44.45","Bahamut Media","Bahamut Media","","No","2025_07_18","12_01_02"
"[1452179816","$45.01","tabletopart","tabletopart","","No","2025_07_18","12_01_02"
"[1452179816","$52.60","BookExcellence","BookExcellence","","No","2025_07_18","12_01_02"
"[1452179816","$49.81","RAREWAVES-IMPORTS","RAREWAVES-IMPORTS","","No","2025_07_18","12_01_02"
"[1452179816","$46.31","ship_option_#1","ship_option_#1","","No","2025_07_18","12_01_02"
"[1452179816","$51.42","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_01_02"
"[1452180733","$0.00","","","","No","2025_07_18","12_01_03"
"[1452180733","$35.36","Bahamut Media","Bahamut Media","","No","2025_07_18","12_01_03"
"[1452180733","$36.86","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","12_01_03"
"[1452180733","$37.33","Bahamut Media","Bahamut Media","","No","2025_07_18","12_01_03"
"[1452180733","$37.84","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_01_03"
"[0316496456","$0.00","","","","No","2025_07_18","12_01_06"
"[0316496456","$25.52","New Life Book & Gift Shoppe","New Life Book & Gift Shoppe","","No","2025_07_18","12_01_06"
"[0316496456","$38.16","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_01_06"
"[0316496456","$33.26","Book & Mortar Record Store","Book & Mortar Record Store","","No","2025_07_18","12_01_06"
"[0316496456","$38.40","PBShop UK","PBShop UK","","No","2025_07_18","12_01_06"
"[0316496456","$35.34","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_01_06"
"[0316496456","$39.95","URBooksLtd","URBooksLtd","","No","2025_07_18","12_01_06"
"[0310444039","$0.00","","","","No","2025_07_18","12_01_14"
"[0316456128","$0.00","","","","No","2025_07_18","12_01_23"
"[0316456128","$47.52","Bahamut Media","Bahamut Media","","No","2025_07_18","12_01_23"
"[0316456128","$47.57","PBShop UK","PBShop UK","","No","2025_07_18","12_01_23"
"[0316456128","$47.68","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","12_01_23"
"[0316456128","$48.95","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_01_23"
"[0316456128","$51.81","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_01_23"
"[0316456128","$55.81","Bahamut Media","Bahamut Media","","No","2025_07_18","12_01_23"
"[0316456128","$58.27","CalMaz Books","CalMaz Books","","No","2025_07_18","12_01_23"
"[1409155811","$0.00","","","","No","2025_07_18","12_01_24"
"[1409155811","$36.17","Bahamut Media","Bahamut Media","","No","2025_07_18","12_01_24"
"[1409155811","$42.73","RAREWAVES-IMPORTS","RAREWAVES-IMPORTS","","No","2025_07_18","12_01_24"
"[1409155811","$39.23","ship_option_#1","ship_option_#1","","No","2025_07_18","12_01_24"
"[1409155811","$46.81","tabletopart","tabletopart","","No","2025_07_18","12_01_24"
"[1409155811","$47.51","agreenhippo1","agreenhippo1","","No","2025_07_18","12_01_24"
"[1409155811","$43.72","booksXpress","booksXpress","","No","2025_07_18","12_01_24"
"[1409155811","$48.82","LuminaryBooks","LuminaryBooks","","No","2025_07_18","12_01_24"
"[1786275716","$0.00","","","","No","2025_07_18","12_01_30"
"[1786275716","$41.46","Bahamut Media","Bahamut Media","","No","2025_07_18","12_01_30"
"[1786275716","$45.20","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_01_30"
"[1786275716","$45.33","Basi6 International","Basi6 International","","No","2025_07_18","12_01_30"
"[1786275716","$43.93","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_01_30"
"[1540002349","$0.00","","","","No","2025_07_18","12_01_35"
"[1540002349","$21.95","URBooksLtd","URBooksLtd","","No","2025_07_18","12_01_35"
"[1540002349","$26.97","Chesbro Music Co","Chesbro Music Co","","No","2025_07_18","12_01_35"
"[1540007103","$0.00","","","","No","2025_07_18","12_01_45"
"[130292818X","$997.77","FastShip-CustomerFocus","FastShip-CustomerFocus","","No","2025_07_18","12_01_47"
"[0316420352","$0.00","","","","No","2025_07_18","12_01_56"
"[0316420352","$14.95","BOBBYE'S BOOKS","BOBBYE'S BOOKS","","No","2025_07_18","12_01_56"
"[0316420352","$14.99","bookends4956","bookends4956","","No","2025_07_18","12_01_56"
"[0316420352","$16.98","WeBook","WeBook","","No","2025_07_18","12_01_56"
"[0316420352","$29.00","Joshua Creek Services","Joshua Creek Services","","No","2025_07_18","12_01_56"
"[0316420352","$26.39","booksXpress","booksXpress","","No","2025_07_18","12_01_56"
"[0316420352","$26.39","Windy Books","Windy Books","","No","2025_07_18","12_01_56"
"[0316420352","$40.32","Fast Cat Books","Fast Cat Books","","No","2025_07_18","12_01_56"
"[0316440353","$0.00","","","","No","2025_07_18","12_01_58"
"[0316440353","$29.55","Green Orbit","Green Orbit","","No","2025_07_18","12_01_58"
"[0316440353","$46.56","Libup Books!","Libup Books!","","No","2025_07_18","12_01_58"
"[0316440353","$49.20","Books World Aparna, USA","Books World Aparna, USA","","No","2025_07_18","12_01_58"
"[0316440353","$54.86","PBShop UK","PBShop UK","","No","2025_07_18","12_01_58"
"[1423654137","$0.00","","","","No","2025_07_18","12_02_09"
"[1423654137","$41.06","California Books US","California Books US","","No","2025_07_18","12_02_09"
"[1423654137","$39.82","ShopSpell US","ShopSpell US","","No","2025_07_18","12_02_09"
"[1423654137","$44.39","GrandEagleRetail","GrandEagleRetail","","No","2025_07_18","12_02_09"
"[1423654137","$44.85","BuyWorldwide","BuyWorldwide","","No","2025_07_18","12_02_09"
"[1423654137","$47.57","BookExcellence","BookExcellence","","No","2025_07_18","12_02_09"
"[1423654137","$51.16","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","12_02_09"
"[1423654137","$52.52","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_02_09"
"[1423654137","$50.95","URBooksLtd","URBooksLtd","","No","2025_07_18","12_02_09"
"[1540007103","$0.00","","","","No","2025_07_18","12_02_20"
"[0316456128","$0.00","","","","No","2025_07_18","12_02_33"
"[0316456128","$47.52","Bahamut Media","Bahamut Media","","No","2025_07_18","12_02_33"
"[0316456128","$47.57","PBShop UK","PBShop UK","","No","2025_07_18","12_02_33"
"[0316456128","$47.68","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","12_02_33"
"[0316456128","$48.95","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_02_33"
"[0316456128","$51.81","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_02_33"
"[0316456128","$55.81","Bahamut Media","Bahamut Media","","No","2025_07_18","12_02_33"
"[0316456128","$58.27","CalMaz Books","CalMaz Books","","No","2025_07_18","12_02_33"
"[0762469331","$21.64","Joseph Book Shop","Amazon.com","","No","2025_07_18","12_02_38"
"[0762469331","$17.57","olimpianbooks","olimpianbooks","","No","2025_07_18","12_02_38"
"[0762469331","$17.58","WÖLF","WÖLF","","No","2025_07_18","12_02_38"
"[0762469331","$21.64","BSRN store","Amazon.com","","No","2025_07_18","12_02_38"
"[0762469331","$16.34","Dr.O","Dr.O","","No","2025_07_18","12_02_38"
"[0762469331","$23.64","ABooksShop","Amazon.com","","No","2025_07_18","12_02_38"
"[0762469331","$32.98","Books Nooks and Crannies","Books Nooks and Crannies","","No","2025_07_18","12_02_38"
"[0762469331","$49.43","Libup Books!","Libup Books!","","No","2025_07_18","12_02_38"
"[1423654137","$0.00","","","","No","2025_07_18","12_02_42"
"[1423654137","$41.06","California Books US","California Books US","","No","2025_07_18","12_02_42"
"[1423654137","$39.82","ShopSpell US","ShopSpell US","","No","2025_07_18","12_02_42"
"[1423654137","$44.39","GrandEagleRetail","GrandEagleRetail","","No","2025_07_18","12_02_42"
"[1423654137","$44.85","BuyWorldwide","BuyWorldwide","","No","2025_07_18","12_02_42"
"[1423654137","$47.57","BookExcellence","BookExcellence","","No","2025_07_18","12_02_42"
"[1423654137","$51.16","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","12_02_42"
"[1423654137","$52.52","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_02_42"
"[1423654137","$50.95","URBooksLtd","URBooksLtd","","No","2025_07_18","12_02_42"
"[1452180733","$0.00","","","","No","2025_07_18","12_02_51"
"[1452180733","$35.36","Bahamut Media","Bahamut Media","","No","2025_07_18","12_02_51"
"[1452180733","$36.86","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","12_02_51"
"[1452180733","$37.33","Bahamut Media","Bahamut Media","","No","2025_07_18","12_02_51"
"[1452180733","$37.84","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_02_51"
"[1540007103","$0.00","","","","No","2025_07_18","12_02_55"
"[130292818X","$997.77","FastShip-CustomerFocus","FastShip-CustomerFocus","","No","2025_07_18","12_02_58"
"[0310444039","$0.00","","","","No","2025_07_18","12_03_00"
"[0316440353","$0.00","","","","No","2025_07_18","12_03_07"
"[0316440353","$29.55","Green Orbit","Green Orbit","","No","2025_07_18","12_03_07"
"[0316440353","$46.56","Libup Books!","Libup Books!","","No","2025_07_18","12_03_07"
"[0316440353","$49.20","Books World Aparna, USA","Books World Aparna, USA","","No","2025_07_18","12_03_07"
"[0316440353","$54.86","PBShop UK","PBShop UK","","No","2025_07_18","12_03_07"
"[0762469331","$21.64","Joseph Book Shop","Amazon.com","","No","2025_07_18","12_03_14"
"[0762469331","$17.57","olimpianbooks","olimpianbooks","","No","2025_07_18","12_03_14"
"[0762469331","$17.58","WÖLF","WÖLF","","No","2025_07_18","12_03_14"
"[0762469331","$21.64","BSRN store","Amazon.com","","No","2025_07_18","12_03_14"
"[0762469331","$16.34","Dr.O","Dr.O","","No","2025_07_18","12_03_14"
"[0762469331","$23.64","ABooksShop","Amazon.com","","No","2025_07_18","12_03_14"
"[0762469331","$32.98","Books Nooks and Crannies","Books Nooks and Crannies","","No","2025_07_18","12_03_14"
"[0762469331","$49.43","Libup Books!","Libup Books!","","No","2025_07_18","12_03_14"
"[1423654137","$0.00","","","","No","2025_07_18","12_03_18"
"[1423654137","$41.06","California Books US","California Books US","","No","2025_07_18","12_03_18"
"[1423654137","$39.82","ShopSpell US","ShopSpell US","","No","2025_07_18","12_03_18"
"[1423654137","$44.39","GrandEagleRetail","GrandEagleRetail","","No","2025_07_18","12_03_18"
"[1423654137","$44.85","BuyWorldwide","BuyWorldwide","","No","2025_07_18","12_03_18"
"[1423654137","$47.57","BookExcellence","BookExcellence","","No","2025_07_18","12_03_18"
"[1423654137","$51.16","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","12_03_18"
"[1423654137","$52.52","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_03_18"
"[1423654137","$50.95","URBooksLtd","URBooksLtd","","No","2025_07_18","12_03_18"
"[1452180733","$0.00","","","","No","2025_07_18","12_03_25"
"[1452180733","$35.36","Bahamut Media","Bahamut Media","","No","2025_07_18","12_03_25"
"[1452180733","$36.86","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","12_03_25"
